2025-11-22 18:09:30,473 | AEGIS.MAIN           | INFO     | --- INITIALIZING FORENSIC SUBSYSTEMS ---
2025-11-22 20:08:11,353 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2317.15). Sensors contradict Thermodynamics.
2025-11-22 20:08:12,353 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2248.87). Sensors contradict Thermodynamics.
2025-11-22 20:08:13,354 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2035.18). Sensors contradict Thermodynamics.
2025-11-22 20:08:14,356 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1786.42). Sensors contradict Thermodynamics.
2025-11-22 20:08:15,357 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1609.29). Sensors contradict Thermodynamics.
2025-11-22 20:08:16,358 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1531.65). Sensors contradict Thermodynamics.
2025-11-22 20:08:17,359 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1388.05). Sensors contradict Thermodynamics.
2025-11-22 20:08:18,359 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1081.56). Sensors contradict Thermodynamics.
2025-11-22 20:08:19,361 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (653.28). Sensors contradict Thermodynamics.
2025-11-22 20:08:20,362 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (677.31). Sensors contradict Thermodynamics.
2025-11-22 20:08:21,361 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (609.28). Sensors contradict Thermodynamics.
2025-11-22 20:08:22,363 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (412.97). Sensors contradict Thermodynamics.
2025-11-22 20:08:23,363 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (370.15). Sensors contradict Thermodynamics.
2025-11-22 20:08:24,364 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (424.12). Sensors contradict Thermodynamics.
2025-11-22 20:08:25,364 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (241.30). Sensors contradict Thermodynamics.
2025-11-22 20:08:26,366 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (319.17). Sensors contradict Thermodynamics.
2025-11-22 20:08:27,366 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (405.85). Sensors contradict Thermodynamics.
2025-11-22 20:08:28,367 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (402.36). Sensors contradict Thermodynamics.
2025-11-22 20:08:29,368 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (545.08). Sensors contradict Thermodynamics.
2025-11-22 20:08:30,369 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (449.24). Sensors contradict Thermodynamics.
2025-11-22 20:08:31,370 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (713.32). Sensors contradict Thermodynamics.
2025-11-22 20:08:32,370 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (674.02). Sensors contradict Thermodynamics.
2025-11-22 20:08:33,371 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1108.88). Sensors contradict Thermodynamics.
2025-11-22 20:08:34,372 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1005.48). Sensors contradict Thermodynamics.
2025-11-22 20:08:35,373 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1473.58). Sensors contradict Thermodynamics.
2025-11-22 20:08:36,375 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1689.42). Sensors contradict Thermodynamics.
2025-11-22 20:08:37,374 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1638.99). Sensors contradict Thermodynamics.
2025-11-22 20:08:38,375 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2030.79). Sensors contradict Thermodynamics.
2025-11-22 20:08:39,375 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2072.33). Sensors contradict Thermodynamics.
2025-11-22 20:08:40,376 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2135.99). Sensors contradict Thermodynamics.
2025-11-22 20:08:41,378 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2301.92). Sensors contradict Thermodynamics.
2025-11-22 20:08:42,379 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1946.17). Sensors contradict Thermodynamics.
2025-11-22 20:08:43,379 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2341.95). Sensors contradict Thermodynamics.
2025-11-22 20:08:44,380 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1846.43). Sensors contradict Thermodynamics.
2025-11-22 20:08:45,381 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1789.38). Sensors contradict Thermodynamics.
2025-11-22 20:08:46,382 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1555.07). Sensors contradict Thermodynamics.
2025-11-22 20:08:47,383 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1496.84). Sensors contradict Thermodynamics.
2025-11-22 20:08:48,384 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1216.37). Sensors contradict Thermodynamics.
2025-11-22 20:08:49,384 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1041.08). Sensors contradict Thermodynamics.
2025-11-22 20:08:50,386 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (931.95). Sensors contradict Thermodynamics.
2025-11-22 20:08:51,386 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (639.90). Sensors contradict Thermodynamics.
2025-11-22 20:08:52,387 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (449.60). Sensors contradict Thermodynamics.
2025-11-22 20:08:53,388 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (474.41). Sensors contradict Thermodynamics.
2025-11-22 20:08:54,388 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (358.65). Sensors contradict Thermodynamics.
2025-11-22 20:08:55,389 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (294.07). Sensors contradict Thermodynamics.
2025-11-22 20:09:04,397 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.33). Sensors contradict Thermodynamics.
2025-11-22 20:09:05,398 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (11.86). Sensors contradict Thermodynamics.
2025-11-22 20:09:06,398 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1468.30). Sensors contradict Thermodynamics.
2025-11-22 20:09:07,398 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1530.94). Sensors contradict Thermodynamics.
2025-11-22 20:09:08,399 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1808.16). Sensors contradict Thermodynamics.
2025-11-22 20:09:09,400 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1622.16). Sensors contradict Thermodynamics.
2025-11-22 20:09:10,402 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1905.34). Sensors contradict Thermodynamics.
2025-11-22 20:09:11,401 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2127.39). Sensors contradict Thermodynamics.
2025-11-22 20:09:12,403 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2097.20). Sensors contradict Thermodynamics.
2025-11-22 20:09:13,403 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2496.84). Sensors contradict Thermodynamics.
2025-11-22 20:09:14,404 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2155.20). Sensors contradict Thermodynamics.
2025-11-22 20:09:15,404 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2011.52). Sensors contradict Thermodynamics.
2025-11-22 20:09:16,405 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1859.34). Sensors contradict Thermodynamics.
2025-11-22 20:09:17,407 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1980.65). Sensors contradict Thermodynamics.
2025-11-22 20:09:18,408 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1580.99). Sensors contradict Thermodynamics.
2025-11-22 20:09:19,408 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1290.68). Sensors contradict Thermodynamics.
2025-11-22 20:09:20,410 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1150.98). Sensors contradict Thermodynamics.
2025-11-22 20:09:21,409 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1091.53). Sensors contradict Thermodynamics.
2025-11-22 20:09:22,411 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (776.55). Sensors contradict Thermodynamics.
2025-11-22 20:09:23,411 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (603.16). Sensors contradict Thermodynamics.
2025-11-22 20:09:24,412 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (430.74). Sensors contradict Thermodynamics.
2025-11-22 20:09:25,412 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (412.81). Sensors contradict Thermodynamics.
2025-11-22 20:09:26,413 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (458.72). Sensors contradict Thermodynamics.
2025-11-22 20:09:27,414 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (290.67). Sensors contradict Thermodynamics.
2025-11-22 20:09:28,414 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (248.98). Sensors contradict Thermodynamics.
2025-11-22 20:09:29,415 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (312.93). Sensors contradict Thermodynamics.
2025-11-22 20:09:30,415 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (397.36). Sensors contradict Thermodynamics.
2025-11-22 20:09:31,417 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (436.18). Sensors contradict Thermodynamics.
2025-11-22 20:09:32,417 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (488.26). Sensors contradict Thermodynamics.
2025-11-22 20:09:33,420 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (613.83). Sensors contradict Thermodynamics.
2025-11-22 20:09:34,420 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (783.36). Sensors contradict Thermodynamics.
2025-11-22 20:09:35,420 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (741.11). Sensors contradict Thermodynamics.
2025-11-22 20:09:36,421 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (842.52). Sensors contradict Thermodynamics.
2025-11-22 20:09:37,421 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1281.74). Sensors contradict Thermodynamics.
2025-11-22 20:09:38,422 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1291.20). Sensors contradict Thermodynamics.
2025-11-22 20:09:39,423 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1581.14). Sensors contradict Thermodynamics.
2025-11-22 20:09:40,424 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1832.80). Sensors contradict Thermodynamics.
2025-11-22 20:09:41,425 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1735.99). Sensors contradict Thermodynamics.
2025-11-22 20:09:42,426 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2023.77). Sensors contradict Thermodynamics.
2025-11-22 20:09:43,427 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2371.31). Sensors contradict Thermodynamics.
2025-11-22 20:09:44,428 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2242.70). Sensors contradict Thermodynamics.
2025-11-22 20:09:45,428 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1989.49). Sensors contradict Thermodynamics.
2025-11-22 20:09:46,429 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1953.80). Sensors contradict Thermodynamics.
2025-11-22 20:09:47,430 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1811.91). Sensors contradict Thermodynamics.
2025-11-22 20:09:48,430 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2051.43). Sensors contradict Thermodynamics.
2025-11-22 20:09:49,431 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1552.74). Sensors contradict Thermodynamics.
2025-11-22 20:09:50,431 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1231.54). Sensors contradict Thermodynamics.
2025-11-22 20:09:51,431 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1356.03). Sensors contradict Thermodynamics.
2025-11-22 20:09:52,431 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1158.78). Sensors contradict Thermodynamics.
2025-11-22 20:09:53,432 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (991.45). Sensors contradict Thermodynamics.
2025-11-22 20:09:54,434 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (672.77). Sensors contradict Thermodynamics.
2025-11-22 20:09:55,435 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (601.06). Sensors contradict Thermodynamics.
2025-11-22 20:10:06,443 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (732.20). Sensors contradict Thermodynamics.
2025-11-22 20:10:07,445 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (860.90). Sensors contradict Thermodynamics.
2025-11-22 20:10:08,445 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1111.98). Sensors contradict Thermodynamics.
2025-11-22 20:10:09,446 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1258.84). Sensors contradict Thermodynamics.
2025-11-22 20:10:10,447 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1491.24). Sensors contradict Thermodynamics.
2025-11-22 20:10:11,449 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1891.14). Sensors contradict Thermodynamics.
2025-11-22 20:10:12,450 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1684.98). Sensors contradict Thermodynamics.
2025-11-22 20:10:13,450 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1899.34). Sensors contradict Thermodynamics.
2025-11-22 20:10:14,452 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2202.70). Sensors contradict Thermodynamics.
2025-11-22 20:10:15,452 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2375.35). Sensors contradict Thermodynamics.
2025-11-22 20:10:16,453 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2442.68). Sensors contradict Thermodynamics.
2025-11-22 20:10:17,455 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2354.67). Sensors contradict Thermodynamics.
2025-11-22 20:10:18,455 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1926.22). Sensors contradict Thermodynamics.
2025-11-22 20:10:19,457 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1966.88). Sensors contradict Thermodynamics.
2025-11-22 20:10:20,458 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1684.23). Sensors contradict Thermodynamics.
2025-11-22 20:10:21,457 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1435.39). Sensors contradict Thermodynamics.
2025-11-22 20:10:22,458 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1206.09). Sensors contradict Thermodynamics.
2025-11-22 20:10:23,459 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1054.58). Sensors contradict Thermodynamics.
2025-11-22 20:10:24,461 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (937.92). Sensors contradict Thermodynamics.
2025-11-22 20:10:25,460 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (848.36). Sensors contradict Thermodynamics.
2025-11-22 20:10:26,461 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (682.98). Sensors contradict Thermodynamics.
2025-11-22 20:10:27,462 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (403.64). Sensors contradict Thermodynamics.
2025-11-22 20:10:28,463 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (406.50). Sensors contradict Thermodynamics.
2025-11-22 20:10:29,463 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (310.85). Sensors contradict Thermodynamics.
2025-11-22 20:10:30,464 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (328.01). Sensors contradict Thermodynamics.
2025-11-22 20:10:31,465 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (296.49). Sensors contradict Thermodynamics.
2025-11-22 20:10:32,466 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (353.96). Sensors contradict Thermodynamics.
2025-11-22 20:10:33,466 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (297.38). Sensors contradict Thermodynamics.
2025-11-22 20:10:34,468 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (275.44). Sensors contradict Thermodynamics.
2025-11-22 20:10:35,468 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (540.49). Sensors contradict Thermodynamics.
2025-11-22 20:10:36,470 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (510.31). Sensors contradict Thermodynamics.
2025-11-22 20:10:37,471 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (694.41). Sensors contradict Thermodynamics.
2025-11-22 20:10:38,471 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (820.60). Sensors contradict Thermodynamics.
2025-11-22 20:10:39,471 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (939.62). Sensors contradict Thermodynamics.
2025-11-22 20:10:40,472 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1155.42). Sensors contradict Thermodynamics.
2025-11-22 20:10:41,473 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1404.83). Sensors contradict Thermodynamics.
2025-11-22 20:10:42,474 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1792.09). Sensors contradict Thermodynamics.
2025-11-22 20:10:43,475 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2037.90). Sensors contradict Thermodynamics.
2025-11-22 20:10:44,474 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1890.36). Sensors contradict Thermodynamics.
2025-11-22 20:10:45,475 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2140.61). Sensors contradict Thermodynamics.
2025-11-22 20:10:46,477 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2083.13). Sensors contradict Thermodynamics.
2025-11-22 20:10:47,478 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2230.52). Sensors contradict Thermodynamics.
2025-11-22 20:10:48,479 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2138.32). Sensors contradict Thermodynamics.
2025-11-22 20:10:49,480 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1910.52). Sensors contradict Thermodynamics.
2025-11-22 20:10:50,480 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1922.82). Sensors contradict Thermodynamics.
2025-11-22 20:10:51,481 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1865.76). Sensors contradict Thermodynamics.
2025-11-22 20:10:52,483 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1630.21). Sensors contradict Thermodynamics.
2025-11-22 20:10:53,483 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1401.50). Sensors contradict Thermodynamics.
2025-11-22 20:10:54,484 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (940.21). Sensors contradict Thermodynamics.
2025-11-22 20:10:55,484 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1067.81). Sensors contradict Thermodynamics.
2025-11-22 20:11:06,491 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (466.70). Sensors contradict Thermodynamics.
2025-11-22 20:11:07,493 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (439.93). Sensors contradict Thermodynamics.
2025-11-22 20:11:08,494 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (634.70). Sensors contradict Thermodynamics.
2025-11-22 20:11:09,494 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (967.96). Sensors contradict Thermodynamics.
2025-11-22 20:11:10,495 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (882.37). Sensors contradict Thermodynamics.
2025-11-22 20:11:11,494 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1187.26). Sensors contradict Thermodynamics.
2025-11-22 20:11:12,495 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1398.95). Sensors contradict Thermodynamics.
2025-11-22 20:11:13,497 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1420.71). Sensors contradict Thermodynamics.
2025-11-22 20:11:14,497 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1872.58). Sensors contradict Thermodynamics.
2025-11-22 20:11:15,498 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1840.85). Sensors contradict Thermodynamics.
2025-11-22 20:11:16,498 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2237.56). Sensors contradict Thermodynamics.
2025-11-22 20:11:17,498 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2267.20). Sensors contradict Thermodynamics.
2025-11-22 20:11:18,500 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2258.45). Sensors contradict Thermodynamics.
2025-11-22 20:11:19,501 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2038.20). Sensors contradict Thermodynamics.
2025-11-22 20:11:20,502 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2310.46). Sensors contradict Thermodynamics.
2025-11-22 20:11:21,503 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2177.97). Sensors contradict Thermodynamics.
2025-11-22 20:11:22,504 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1718.74). Sensors contradict Thermodynamics.
2025-11-22 20:11:23,505 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1675.15). Sensors contradict Thermodynamics.
2025-11-22 20:11:24,506 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1446.16). Sensors contradict Thermodynamics.
2025-11-22 20:11:25,506 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1162.73). Sensors contradict Thermodynamics.
2025-11-22 20:11:26,507 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (938.41). Sensors contradict Thermodynamics.
2025-11-22 20:11:27,508 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (789.57). Sensors contradict Thermodynamics.
2025-11-22 20:11:28,509 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (703.06). Sensors contradict Thermodynamics.
2025-11-22 20:11:29,509 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (515.67). Sensors contradict Thermodynamics.
2025-11-22 20:11:30,511 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (335.34). Sensors contradict Thermodynamics.
2025-11-22 20:11:31,512 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (360.88). Sensors contradict Thermodynamics.
2025-11-22 20:11:32,511 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (379.84). Sensors contradict Thermodynamics.
2025-11-22 20:11:33,512 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (268.48). Sensors contradict Thermodynamics.
2025-11-22 20:11:34,513 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (310.02). Sensors contradict Thermodynamics.
2025-11-22 20:11:35,513 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (282.67). Sensors contradict Thermodynamics.
2025-11-22 20:11:36,514 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (320.95). Sensors contradict Thermodynamics.
2025-11-22 20:11:37,516 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (400.63). Sensors contradict Thermodynamics.
2025-11-22 20:11:38,515 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (482.38). Sensors contradict Thermodynamics.
2025-11-22 20:11:39,517 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (595.90). Sensors contradict Thermodynamics.
2025-11-22 20:11:40,518 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (670.66). Sensors contradict Thermodynamics.
2025-11-22 20:11:41,518 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (847.36). Sensors contradict Thermodynamics.
2025-11-22 20:11:42,519 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (991.97). Sensors contradict Thermodynamics.
2025-11-22 20:11:43,520 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1367.16). Sensors contradict Thermodynamics.
2025-11-22 20:11:44,519 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1565.89). Sensors contradict Thermodynamics.
2025-11-22 20:11:45,521 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1569.55). Sensors contradict Thermodynamics.
2025-11-22 20:11:46,521 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1864.58). Sensors contradict Thermodynamics.
2025-11-22 20:11:47,522 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2085.85). Sensors contradict Thermodynamics.
2025-11-22 20:11:48,523 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2189.37). Sensors contradict Thermodynamics.
2025-11-22 20:11:49,524 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2267.84). Sensors contradict Thermodynamics.
2025-11-22 20:11:50,524 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2382.62). Sensors contradict Thermodynamics.
2025-11-22 20:11:51,525 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2047.10). Sensors contradict Thermodynamics.
2025-11-22 20:11:52,526 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2267.63). Sensors contradict Thermodynamics.
2025-11-22 20:11:53,526 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1767.06). Sensors contradict Thermodynamics.
2025-11-22 20:11:54,526 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1730.06). Sensors contradict Thermodynamics.
2025-11-22 20:11:55,528 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1615.28). Sensors contradict Thermodynamics.
2025-11-22 20:11:57,528 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (8.46). Sensors contradict Thermodynamics.
2025-11-22 20:11:58,529 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.46). Sensors contradict Thermodynamics.
2025-11-22 20:12:06,535 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (379.93). Sensors contradict Thermodynamics.
2025-11-22 20:12:07,536 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (339.40). Sensors contradict Thermodynamics.
2025-11-22 20:12:08,537 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (328.63). Sensors contradict Thermodynamics.
2025-11-22 20:12:09,539 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (440.64). Sensors contradict Thermodynamics.
2025-11-22 20:12:10,538 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (562.13). Sensors contradict Thermodynamics.
2025-11-22 20:12:11,540 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (708.28). Sensors contradict Thermodynamics.
2025-11-22 20:12:12,541 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (694.58). Sensors contradict Thermodynamics.
